price,city
570.0,Taipei
521.0,Taipei
603.0,Taipei
510.0,Taipei
808.0,Taipei
404.0,Taipei
258.0,Taipei
464.0,Taipei
1083.0,Taipei
616.0,Taipei
571.0,Taipei
668.0,Taipei
1005.0,Taipei
851.0,Taipei
603.0,Taipei
867.0,Taipei
1493.0,Taipei
412.0,Taipei
188.0,Taipei
570.0,Taipei
369.0,Taipei
1191.0,Taipei
487.0,Taipei
616.0,Taipei
188.0,Taipei
694.0,Taipei
487.0,Taipei
516.0,Taipei
720.0,Taipei
412.0,Taipei
140.0,Taipei
323.0,Taipei
1307.0,Taipei
739.0,Taipei
170.0,Taipei
369.0,Taipei
690.0,Taipei
572.0,Taipei
664.0,Taipei
1602.0,Taipei
366.0,Taipei
992.0,Taipei
799.0,Taipei
498.0,Taipei
170.0,Taipei
690.0,Taipei
1307.0,Taipei
750.0,Taipei
932.0,Taipei
704.0,Taipei
867.0,Taipei
664.0,Taipei
799.0,Taipei
495.0,Taipei
512.0,Taipei
1026.0,Taipei
380.0,Taipei
928.0,Taipei
713.0,Taipei
1113.0,Taipei
366.0,Taipei
604.0,Taipei
816.0,Taipei
389.0,Taipei
572.0,Taipei
848.0,Taipei
504.0,Taipei
782.0,Taipei
606.0,Taipei
309.0,Taipei
405.0,Taipei
720.0,Taipei
510.0,Taipei
487.0,Taipei
120.0,Taipei
632.0,Taipei
498.0,Taipei
551.0,Taipei
1259.0,Taipei
876.0,Taipei
175.0,Taipei
660.0,Taipei
320.0,Taipei
959.0,Taipei
582.0,Taipei
702.0,Taipei
731.0,Taipei
604.0,Taipei
2063.0,Taipei
1031.0,Taipei
986.0,Taipei
421.0,Taipei
560.0,Taipei
1315.0,Taipei
826.0,Taipei
681.0,Taipei
487.0,Taipei
853.0,Taipei
108.0,Taipei
569.0,Taipei
1070.0,Taipei
1259.0,Taipei
418.0,Taipei
510.0,Taipei
523.0,Taipei
1002.0,Taipei
492.0,Taipei
309.0,Taipei
517.0,Taipei
928.0,Taipei
557.0,Taipei
604.0,Taipei
515.0,Taipei
236.0,Taipei
309.0,Taipei
1484.0,Taipei
536.0,Taipei
170.0,Taipei
1070.0,Taipei
374.0,Taipei
1575.0,Taipei
599.0,Taipei
389.0,Taipei
736.0,Taipei
734.0,Taipei
1242.0,Taipei
536.0,Taipei
557.0,Taipei
302.0,Taipei
814.0,Taipei
517.0,Taipei
905.0,Taipei
1287.0,Taipei
418.0,Taipei
316.0,Taipei
629.0,Taipei
561.0,Taipei
1072.0,Taipei
1077.0,Taipei
433.0,Taipei
433.0,Taipei
1332.0,Taipei
1015.0,Taipei
815.0,Taipei
438.0,Taipei
1484.0,Taipei
170.0,Taipei
492.0,Taipei
905.0,Taipei
515.0,Taipei
244.0,Taipei
508.0,Taipei
236.0,Taipei
1352.0,Taipei
718.0,Taipei
354.0,Taipei
1484.0,Taipei
328.0,Taipei
754.0,Taipei
508.0,Taipei
1575.0,Taipei
718.0,Taipei
453.0,Taipei
708.0,Taipei
764.0,Taipei
328.0,Taipei
381.0,Taipei
1106.0,Taipei
613.0,Taipei
818.0,Taipei
218.0,Taipei
514.0,Taipei
387.0,Taipei
916.0,Taipei
337.0,Taipei
697.0,Taipei
1352.0,Taipei
453.0,Taipei
886.0,Taipei
1106.0,Taipei
170.0,Taipei
337.0,Taipei
466.0,Taipei
1183.0,Taipei
309.0,Taipei
381.0,Taipei
218.0,Taipei
590.0,Taipei
577.0,Taipei
837.0,Taipei
618.0,Taipei
1078.0,Taipei
1010.0,Taipei
1788.0,Taipei
1192.0,Taipei
293.0,Taipei
708.0,Taipei
880.0,Taipei
625.0,Taipei
1078.0,Taipei
590.0,Taipei
1010.0,Taipei
205.0,Taipei
471.0,Taipei
458.0,Taipei
244.0,Taipei
364.0,Taipei
754.0,Taipei
723.0,Taipei
1119.0,Taipei
1008.0,Taipei
955.0,Taipei
742.0,Taipei
471.0,Taipei
600.0,Taipei
768.0,Taipei
618.0,Taipei
990.0,Taipei
475.0,Taipei
654.0,Taipei
725.0,Taipei
1119.0,Taipei
1629.0,Taipei
223.0,Taipei
625.0,Taipei
471.0,Taipei
600.0,Taipei
754.0,Taipei
796.0,Taipei
876.0,Taipei
1506.0,Taipei
1314.0,Taipei
244.0,Taipei
483.0,Taipei
877.0,Taipei
205.0,Taipei
893.0,Taipei
1536.0,Taipei
2062.0,Taipei
306.0,Taipei
545.0,Taipei
1391.0,Taipei
1283.0,Taipei
471.0,Taipei
796.0,Taipei
663.0,Taipei
609.0,Taipei
894.0,Taipei
520.0,Taipei
721.0,Taipei
864.0,Taipei
471.0,Taipei
481.0,Taipei
659.0,Taipei
880.0,Taipei
1484.0,Taipei
288.0,Taipei
1021.0,Taipei
663.0,Taipei
2570.0,Taipei
1242.0,Taipei
458.0,Taipei
880.0,Taipei
2319.0,Taipei
618.0,Taipei
880.0,Taipei
746.0,Taipei
260.0,Taipei
1305.0,Taipei
264.0,Taipei
924.0,Taipei
421.0,Taipei
2655.0,Taipei
481.0,Taipei
880.0,Taipei
945.0,Taipei
783.0,London
693.0,London
519.0,London
1211.0,London
769.0,London
769.0,London
654.0,London
673.0,London
1483.0,London
1058.0,London
980.0,London
561.0,London
580.0,London
738.0,London
266.0,London
1058.0,London
750.0,London
807.0,London
646.0,London
854.0,London
346.0,London
752.0,London
638.0,London
778.0,London
867.0,London
807.0,London
1692.0,London
980.0,London
646.0,London
1211.0,London
777.0,London
1144.0,London
738.0,London
1132.0,London
929.0,London
567.0,London
1686.0,London
788.0,London
817.0,London
961.0,London
1058.0,London
523.0,London
588.0,London
777.0,London
1692.0,London
1058.0,London
769.0,London
854.0,London
1446.0,London
567.0,London
1889.0,London
1024.0,London
693.0,London
2500.0,London
638.0,London
760.0,London
1737.0,London
1077.0,London
930.0,London
1156.0,London
817.0,London
653.0,London
913.0,London
1538.0,London
1040.0,London
930.0,London
1077.0,London
854.0,London
663.0,London
1077.0,London
683.0,London
1169.0,London
953.0,London
758.0,London
1045.0,London
769.0,London
653.0,London
1039.0,London
371.0,London
1499.0,London
817.0,London
953.0,London
677.0,London
1686.0,London
692.0,London
984.0,London
802.0,London
1107.0,London
2076.0,London
867.0,London
1153.0,London
913.0,London
769.0,London
738.0,London
785.0,London
969.0,London
1298.0,London
779.0,London
1058.0,London
1077.0,London
846.0,London
865.0,London
1298.0,London
1115.0,London
1262.0,London
732.0,London
584.0,London
961.0,London
1153.0,London
2305.0,London
1798.0,London
154.0,London
807.0,London
1079.0,London
758.0,London
683.0,London
609.0,London
704.0,London
1103.0,London
1016.0,London
1519.0,London
961.0,London
846.0,London
726.0,London
969.0,London
1446.0,London
758.0,London
1034.0,London
842.0,London
1079.0,London
704.0,London
1169.0,London
780.0,London
1073.0,London
970.0,London
653.0,London
865.0,London
1384.0,London
1798.0,London
683.0,London
1614.0,London
1889.0,London
1144.0,London
1109.0,London
2079.0,London
1991.0,London
814.0,London
767.0,London
913.0,London
732.0,London
360.0,London
970.0,London
219.0,London
769.0,London
380.0,London
769.0,London
1648.0,London
389.0,London
694.0,London
988.0,London
235.0,London
664.0,London
219.0,London
769.0,London
2104.0,London
842.0,London
840.0,London
269.0,London
812.0,London
694.0,London
802.0,London
961.0,London
1588.0,London
969.0,London
913.0,London
885.0,London
1153.0,London
658.0,London
1446.0,London
1077.0,London
704.0,London
416.0,London
1038.0,London
663.0,London
769.0,London
584.0,London
880.0,London
2104.0,London
1046.0,London
1263.0,London
2031.0,London
475.0,London
2220.0,London
660.0,London
1848.0,London
1115.0,London
1298.0,London
939.0,London
999.0,London
915.0,London
863.0,London
677.0,London
769.0,London
989.0,London
548.0,London
812.0,London
1016.0,London
769.0,London
1538.0,London
1269.0,London
969.0,London
830.0,London
673.0,London
769.0,London
2491.0,London
1115.0,London
1815.0,London
726.0,London
692.0,London
865.0,London
360.0,London
1384.0,London
735.0,London
999.0,London
837.0,London
1991.0,London
1817.0,London
359.0,London
1129.0,London
1217.0,London
1751.0,London
1815.0,London
653.0,London
380.0,London
769.0,London
999.0,London
1046.0,London
742.0,London
1067.0,London
288.0,London
1115.0,London
712.0,London
1569.0,London
2122.0,London
769.0,London
863.0,London
899.0,London
1005.0,London
970.0,London
493.0,London
726.0,London
948.0,London
2318.0,London
830.0,London
950.0,London
2640.0,London
1211.0,London
1230.0,London
1075.0,London
865.0,London
967.0,London
1267.0,London
769.0,London
1615.0,London
862.0,London
735.0,London
1077.0,London
1691.0,London
1702.0,London
692.0,London
1115.0,London
1115.0,London
726.0,London
934.0,London
1622.0,London
769.0,London
1077.0,London
915.0,London
832.0,London
1313.0,London
2640.0,London
2654.0,London
1672.0,London
360.0,London
684.0,London
1702.0,London
269.0,London
826.0,London
1428.0,London
837.0,London
694.0,London
1230.0,London
948.0,London
1310.0,London
769.0,London
1857.0,London
658.0,London
1564.0,London
726.0,London
758.0,London
